casos;tos;dolor de garganta;fiebre;cansancio;dolor de cabeza;tengo covid;sintomas covid;test covid;prediction;fecha;Prediction 2
8202.0;10.0;9.0;44.0;8.0;19.0;8.0;91.0;34.0;1.712.454.423.893.240;24/8/20;1712
10174.0;13.0;7.0;35.0;7.0;19.0;7.0;85.0;41.0;195.705.902.981.909;25/8/20;196
9746.0;13.0;7.0;40.0;7.0;17.0;9.0;82.0;41.0;18.968.795.414.412.300;26/8/20;18969
9417.0;9.0;7.0;33.0;6.0;16.0;13.0;80.0;38.0;2.001.953.181.873.850;27/8/20;2002
10874.0;8.0;7.0;41.0;7.0;16.0;8.0;85.0;21.0;14.686.236.446.533.800;28/8/20;14686
7328.0;9.0;10.0;38.0;10.0;17.0;5.0;73.0;21.0;10.369.260.146.008.200;29/8/20;10369
6399.0;11.0;13.0;44.0;10.0;16.0;4.0;69.0;32.0;9.872.621.106.057.270;30/8/20;9873
8431.0;13.0;8.0;36.0;8.0;14.0;9.0;74.0;37.0;16.857.224.976.412;31/8/20;17
11359.0;13.0;7.0;33.0;5.0;18.0;7.0;68.0;38.0;17.105.396.948.037.200;1/9/20;17105
10525.0;17.0;9.0;61.0;8.0;36.0;6.0;78.0;48.0;16.223.485.961.147.300;2/9/20;16223
10403.0;15.0;12.0;47.0;5.0;28.0;4.0;47.0;48.0;11.541.611.137.345.900;3/9/20;11542
11519.0;17.0;3.0;53.0;9.0;29.0;1.0;75.0;48.0;1.497.181.376.822.520;4/9/20;1497
8763.0;15.0;6.0;46.0;16.0;22.0;3.0;48.0;42.0;6.755.415.169.396.980;5/9/20;6755
7422.0;18.0;11.0;50.0;2.0;24.0;15.0;68.0;30.0;1.925.898.981.454.400;6/9/20;1926
9444.0;12.0;12.0;39.0;8.0;19.0;3.0;58.0;46.0;11.482.593.403.368.600;7/9/20;11483
11439.0;13.0;10.0;47.0;12.0;17.0;5.0;60.0;43.0;9.926.064.726.559.250;8/9/20;9926
11871.0;23.0;11.0;45.0;15.0;23.0;8.0;72.0;47.0;16.311.515.394.924.900;9/9/20;16312
11639.0;17.0;9.0;39.0;7.0;28.0;12.0;55.0;39.0;16.628.951.063.947.300;10/9/20;16629
12165.0;13.0;8.0;45.0;7.0;16.0;10.0;49.0;29.0;10.718.942.128.115.000;11/9/20;10719
9409.0;15.0;9.0;69.0;15.0;28.0;3.0;66.0;30.0;5.240.077.084.790.000;12/9/20;5240
8107.0;31.0;9.0;72.0;11.0;25.0;5.0;60.0;34.0;11.577.432.193.703.300;13/9/20;11577
10694.0;22.0;14.0;60.0;8.0;24.0;9.0;50.0;40.0;11.582.155.116.746.000;14/9/20;11582
12294.0;19.0;10.0;54.0;13.0;31.0;13.0;60.0;29.0;12.516.046.012.559.100;15/9/20;12516
12170.0;18.0;9.0;50.0;6.0;33.0;7.0;63.0;33.0;14.554.212.579.510.100;16/9/20;14554
11684.0;21.0;11.0;39.0;13.0;26.0;8.0;76.0;36.0;168.665.082.062.791;17/9/20;169
14323.0;21.0;15.0;59.0;6.0;16.0;8.0;62.0;40.0;13.485.615.929.962.200;18/9/20;13486
8530.0;19.0;14.0;52.0;6.0;22.0;10.0;50.0;22.0;10.618.295.594.474.700;19/9/20;10618
7291.0;29.0;13.0;61.0;6.0;19.0;8.0;94.0;16.0;18.930.190.823.330.600;20/9/20;18930
9966.0;14.0;14.0;47.0;15.0;19.0;9.0;70.0;49.0;12.798.443.262.735.100;21/9/20;12798
12468.0;26.0;12.0;41.0;6.0;25.0;9.0;66.0;40.0;1.990.527.236.108.590;22/9/20;1991
11808.0;14.0;7.0;47.0;7.0;18.0;9.0;68.0;53.0;17.252.604.679.266.200;23/9/20;17253
11287.0;17.0;13.0;49.0;7.0;28.0;9.0;73.0;51.0;18.164.745.361.761.500;24/9/20;18165
11916.0;19.0;9.0;54.0;11.0;21.0;5.0;62.0;55.0;13.472.961.383.046.900;25/9/20;13473
7868.0;19.0;6.0;41.0;9.0;32.0;7.0;63.0;36.0;15.818.412.631.569.200;26/9/20;15818
6398.0;22.0;15.0;42.0;12.0;27.0;3.0;79.0;31.0;14.413.757.774.023.700;27/9/20;14414
9238.0;25.0;7.0;40.0;7.0;19.0;14.0;67.0;32.0;20.970.892.828.604.700;28/9/20;20971
10697.0;18.0;8.0;50.0;6.0;17.0;3.0;59.0;34.0;1.162.181.787.760.760;29/9/20;1162
10141.0;22.0;17.0;49.0;10.0;20.0;5.0;56.0;30.0;9.931.285.008.343.110;30/9/20;9931
10734.0;24.0;17.0;34.0;10.0;15.0;7.0;45.0;25.0;10.738.906.275.540.800;1/10/20;10739
11053.0;14.0;8.0;37.0;6.0;18.0;9.0;52.0;23.0;12.130.383.232.279.400;2/10/20;12130
8094.0;15.0;8.0;32.0;8.0;20.0;4.0;54.0;33.0;12.123.288.682.845.900;3/10/20;12123
7516.0;29.0;12.0;33.0;5.0;19.0;5.0;62.0;13.0;16.235.728.909.880.100;4/10/20;16236
11228.0;20.0;11.0;46.0;6.0;21.0;7.0;52.0;32.0;1.271.105.347.253.220;5/10/20;1271
12711.0;13.0;16.0;43.0;7.0;14.0;3.0;49.0;26.0;6.428.914.500.120.250;6/10/20;6429
12429.0;13.0;13.0;47.0;15.0;24.0;5.0;46.0;29.0;4.162.365.506.633.410;7/10/20;4162
12648.0;27.0;7.0;46.0;3.0;23.0;11.0;70.0;36.0;22.379.374.717.552.100;8/10/20;22379
13551.0;18.0;14.0;33.0;7.0;20.0;3.0;58.0;41.0;13.804.661.169.464.300;9/10/20;13805
10921.0;28.0;9.0;31.0;5.0;27.0;10.0;46.0;30.0;18.434.489.758.242.800;10/10/20;18434
8996.0;24.0;16.0;37.0;7.0;24.0;3.0;55.0;11.0;10.483.725.170.246.600;11/10/20;10484
10957.0;22.0;9.0;44.0;9.0;29.0;3.0;71.0;24.0;13.948.199.063.034.500;12/10/20;13948
14364.0;13.0;11.0;52.0;9.0;22.0;4.0;69.0;18.0;8.455.740.571.705.640;13/10/20;8456
16325.0;20.0;10.0;38.0;11.0;21.0;6.0;62.0;24.0;124.202.655.842.151;14/10/20;124
16464.0;18.0;10.0;40.0;7.0;25.0;9.0;75.0;38.0;1.881.948.999.950.880;15/10/20;1882
17465.0;17.0;9.0;44.0;8.0;21.0;5.0;72.0;46.0;16.272.707.626.633.900;16/10/20;16273
14249.0;18.0;13.0;39.0;4.0;27.0;6.0;75.0;25.0;16.903.873.015.897.800;17/10/20;16904
13053.0;23.0;15.0;36.0;3.0;35.0;3.0;76.0;26.0;1.854.921.539.482.550;18/10/20;1855
20819.0;21.0;13.0;37.0;7.0;23.0;5.0;66.0;48.0;1.767.555.269.907.940;19/10/20;1768
22527.0;26.0;10.0;44.0;10.0;27.0;11.0;63.0;45.0;19.135.376.218.871.800;20/10/20;19135
22179.0;20.0;11.0;50.0;12.0;19.0;9.0;83.0;41.0;17.277.677.400.606.300;21/10/20;17278
21126.0;27.0;10.0;55.0;7.0;24.0;10.0;79.0;39.0;20.599.809.461.720.200;22/10/20;20600
22176.0;23.0;11.0;39.0;4.0;17.0;8.0;61.0;41.0;1.861.658.310.413.460;23/10/20;1862
17306.0;16.0;9.0;53.0;4.0;23.0;11.0;76.0;42.0;19.008.193.918.990.200;24/10/20;19008
15426.0;26.0;10.0;39.0;5.0;16.0;10.0;52.0;30.0;1.696.391.664.730.390;25/10/20;1696
22444.0;24.0;17.0;45.0;8.0;28.0;11.0;74.0;43.0;19.933.966.430.030.400;26/10/20;19934
23077.0;18.0;6.0;36.0;6.0;18.0;10.0;74.0;29.0;19.130.035.551.400.300;27/10/20;19130
22152.0;23.0;14.0;36.0;5.0;28.0;10.0;79.0;46.0;235.956.331.222.983;28/10/20;236
20593.0;20.0;7.0;37.0;8.0;14.0;7.0;65.0;44.0;1.750.447.117.959.920;29/10/20;1750
21476.0;28.0;13.0;42.0;7.0;27.0;13.0;81.0;35.0;2.369.280.759.592.880;30/10/20;2369
16751.0;12.0;6.0;25.0;10.0;16.0;11.0;54.0;35.0;14.672.299.946.728.100;31/10/20;14672
16018.0;38.0;9.0;48.0;9.0;26.0;7.0;67.0;40.0;21.264.950.559.833.800;1/11/20;21265
19289.0;20.0;15.0;33.0;10.0;30.0;13.0;59.0;38.0;17.482.508.149.644.800;2/11/20;17483
21385.0;19.0;11.0;30.0;7.0;29.0;5.0;66.0;36.0;17.147.711.956.436.000;3/11/20;17148
20428.0;15.0;8.0;50.0;11.0;20.0;12.0;56.0;30.0;1.139.950.040.946.920;4/11/20;1140
19642.0;23.0;9.0;48.0;4.0;16.0;14.0;45.0;37.0;16.470.477.324.868.400;5/11/20;16470
19435.0;13.0;12.0;34.0;6.0;30.0;11.0;60.0;38.0;1.657.093.263.343.820;6/11/20;1657
15475.0;20.0;7.0;32.0;8.0;17.0;9.0;40.0;37.0;13.700.693.290.710.400;7/11/20;13701
12627.0;25.0;12.0;36.0;8.0;24.0;6.0;57.0;27.0;14.865.729.371.199.100;8/11/20;14866
17309.0;16.0;6.0;44.0;13.0;25.0;7.0;53.0;42.0;11.341.956.658.180.800;9/11/20;11342
17856.0;24.0;10.0;36.0;7.0;19.0;6.0;46.0;37.0;14.286.924.510.982.200;10/11/20;14287
16574.0;14.0;7.0;30.0;8.0;24.0;8.0;64.0;41.0;17.026.887.633.993.800;11/11/20;17027
14958.0;25.0;10.0;31.0;8.0;31.0;5.0;54.0;51.0;18.494.429.965.873.600;12/11/20;18494
14895.0;25.0;7.0;39.0;8.0;28.0;6.0;41.0;34.0;13.330.107.446.089.300;13/11/20;13330
11681.0;22.0;12.0;36.0;4.0;28.0;5.0;36.0;30.0;1.186.160.438.160.630;14/11/20;1186
9283.0;23.0;7.0;43.0;5.0;33.0;11.0;34.0;26.0;13.284.468.551.130.500;15/11/20;13284
13429.0;17.0;8.0;43.0;11.0;20.0;11.0;55.0;41.0;13.960.640.730.226.600;16/11/20;13961
13322.0;21.0;7.0;33.0;8.0;21.0;5.0;57.0;49.0;17.150.402.895.953.400;17/11/20;17150
11830.0;19.0;8.0;28.0;6.0;26.0;5.0;42.0;58.0;16.622.972.362.176.500;18/11/20;16623
10018.0;17.0;8.0;40.0;7.0;26.0;5.0;38.0;50.0;11.940.664.342.244.100;19/11/20;11941
10397.0;17.0;9.0;29.0;6.0;25.0;5.0;39.0;33.0;11.781.424.223.400.900;20/11/20;11781
8007.0;13.0;9.0;41.0;7.0;18.0;7.0;35.0;32.0;7.851.731.302.831.200;21/11/20;7852
6314.0;9.0;10.0;30.0;3.0;15.0;3.0;27.0;30.0;62.175.527.974.519.000;22/11/20;62176
9166.0;19.0;7.0;28.0;7.0;30.0;7.0;32.0;39.0;13.038.409.483.825.300;23/11/20;13038
9081.0;23.0;6.0;26.0;10.0;29.0;5.0;33.0;26.0;11.125.965.291.073.100;24/11/20;11126
8434.0;14.0;6.0;29.0;9.0;25.0;6.0;34.0;28.0;888.030.805.746.522;25/11/20;888
7697.0;14.0;5.0;24.0;6.0;19.0;5.0;30.0;25.0;917.449.102.978.372;26/11/20;917
8428.0;7.0;5.0;21.0;4.0;14.0;2.0;26.0;29.0;653.182.484.541.375;27/11/20;653
6307.0;12.0;6.0;18.0;2.0;10.0;0.0;13.0;19.0;4.490.449.898.968.210;28/11/20;4490
5029.0;14.0;5.0;20.0;4.0;13.0;2.0;16.0;13.0;4.890.176.330.312.630;29/11/20;4890
7552.0;14.0;7.0;16.0;6.0;13.0;3.0;18.0;29.0;7.271.320.627.606.380;30/11/20;7271
8603.0;7.0;9.0;19.0;4.0;19.0;3.0;24.0;26.0;61.374.772.000.239.100;1/12/20;61375
7904.0;15.0;10.0;25.0;2.0;16.0;2.0;26.0;24.0;7.959.864.481.473.120;2/12/20;7960
6964.0;13.0;5.0;20.0;3.0;19.0;3.0;27.0;39.0;11.170.732.025.257.000;3/12/20;11171
7292.0;14.0;2.0;16.0;6.0;13.0;4.0;20.0;29.0;8.811.529.648.223.380;4/12/20;8812
5828.0;4.0;7.0;13.0;3.0;9.0;2.0;19.0;24.0;4.704.755.970.568.410;5/12/20;4705
4885.0;8.0;6.0;21.0;3.0;11.0;4.0;19.0;39.0;7.800.252.553.733.330;6/12/20;7800
6838.0;12.0;8.0;18.0;3.0;13.0;4.0;15.0;49.0;9.905.925.809.470.110;7/12/20;9906
6418.0;19.0;2.0;26.0;6.0;14.0;2.0;19.0;31.0;8.165.247.867.468.380;8/12/20;8165
8871.0;11.0;8.0;19.0;6.0;6.0;2.0;22.0;32.0;6.071.258.255.273.440;9/12/20;6071
9529.0;11.0;4.0;18.0;5.0;13.0;2.0;24.0;32.0;7.973.583.852.380.560;10/12/20;7974
10009.0;11.0;5.0;26.0;6.0;20.0;3.0;19.0;34.0;6.294.390.726.456.230;11/12/20;6294
8300.0;9.0;6.0;16.0;6.0;17.0;3.0;23.0;30.0;710.317.642.657.993;12/12/20;710
6693.0;14.0;4.0;25.0;2.0;11.0;4.0;25.0;28.0;9.461.011.396.428.730;13/12/20;9461
10561.0;13.0;7.0;21.0;6.0;17.0;4.0;20.0;43.0;9.021.651.686.552.260;14/12/20;9022
11108.0;14.0;2.0;24.0;6.0;22.0;4.0;26.0;38.0;10.345.083.561.354.100;15/12/20;10345
10525.0;10.0;7.0;15.0;6.0;14.0;3.0;24.0;51.0;10.220.804.329.547.100;16/12/20;10221
9713.0;8.0;5.0;21.0;6.0;14.0;5.0;35.0;41.0;10.511.678.592.548.100;17/12/20;10512
10763.0;15.0;6.0;24.0;2.0;15.0;7.0;34.0;39.0;14.188.020.783.515.300;18/12/20;14188
8538.0;7.0;6.0;14.0;2.0;14.0;5.0;17.0;34.0;850.711.783.283.119;19/12/20;851
7400.0;14.0;9.0;23.0;3.0;13.0;2.0;36.0;32.0;10.441.864.167.276.200;20/12/20;10442
11088.0;14.0;3.0;22.0;2.0;14.0;3.0;34.0;40.0;13.063.995.341.362.100;21/12/20;13064
11634.0;13.0;5.0;18.0;4.0;15.0;5.0;31.0;24.0;10.447.834.825.809.400;22/12/20;10448
11839.0;18.0;6.0;24.0;2.0;15.0;6.0;29.0;46.0;14.723.164.622.113.900;23/12/20;14723
10505.0;6.0;7.0;27.0;4.0;21.0;3.0;37.0;38.0;8.987.361.684.203.240;24/12/20;8987
8077.0;14.0;8.0;19.0;4.0;20.0;6.0;25.0;23.0;9.584.269.538.075.290;25/12/20;9584
10071.0;19.0;12.0;29.0;5.0;13.0;2.0;35.0;17.0;7.664.903.140.587.900;26/12/20;7665
10385.0;19.0;13.0;30.0;7.0;19.0;6.0;28.0;34.0;9.442.198.342.458.780;27/12/20;9442
16541.0;15.0;7.0;24.0;6.0;16.0;5.0;42.0;23.0;10.991.105.895.989.200;28/12/20;10991
16240.0;13.0;10.0;29.0;6.0;15.0;3.0;49.0;23.0;9.554.938.344.396.410;29/12/20;9555
16795.0;14.0;9.0;26.0;3.0;18.0;4.0;46.0;33.0;130.470.514.557.362;30/12/20;130
14961.0;10.0;7.0;18.0;1.0;10.0;4.0;42.0;35.0;13.243.741.367.553.100;31/12/20;13244
13493.0;13.0;10.0;30.0;5.0;19.0;5.0;32.0;20.0;7.300.837.748.888.760;1/1/21;7301
15752.0;13.0;7.0;22.0;4.0;12.0;6.0;43.0;21.0;11.613.969.782.690.900;2/1/21;11614
15790.0;12.0;14.0;28.0;3.0;17.0;4.0;47.0;21.0;990.024.666.387.841;3/1/21;990
24943.0;12.0;5.0;30.0;5.0;11.0;9.0;49.0;29.0;13.311.634.295.886.200;4/1/21;13312
29244.0;10.0;6.0;19.0;3.0;9.0;6.0;41.0;38.0;1.340.309.559.571.870;5/1/21;1340
19863.0;8.0;9.0;21.0;2.0;12.0;2.0;49.0;21.0;10.164.343.384.305.600;6/1/21;10164
27571.0;18.0;4.0;33.0;4.0;12.0;9.0;38.0;26.0;12.933.620.169.867.400;7/1/21;12934
33454.0;14.0;6.0;21.0;4.0;12.0;5.0;37.0;33.0;12.294.806.192.480.200;8/1/21;12295
26812.0;12.0;7.0;16.0;3.0;18.0;8.0;36.0;22.0;1.259.987.862.952.360;9/1/21;1260
24090.0;12.0;7.0;16.0;4.0;13.0;7.0;37.0;19.0;113.080.455.530.057;10/1/21;113
35575.0;12.0;5.0;23.0;4.0;26.0;2.0;36.0;25.0;9.751.824.618.418.160;11/1/21;9752
36515.0;14.0;3.0;25.0;4.0;16.0;7.0;40.0;28.0;13.062.486.296.300.600;12/1/21;13062
35626.0;20.0;8.0;20.0;8.0;19.0;11.0;62.0;35.0;20.128.738.507.550.500;13/1/21;20129
34878.0;13.0;6.0;28.0;3.0;12.0;6.0;55.0;26.0;14.135.893.149.580.000;14/1/21;14136
39279.0;15.0;7.0;30.0;6.0;17.0;5.0;58.0;31.0;14.138.154.210.967.200;15/1/21;14138
30477.0;16.0;9.0;31.0;2.0;20.0;7.0;60.0;24.0;16.069.114.280.876.000;16/1/21;16069
25326.0;19.0;4.0;30.0;6.0;16.0;2.0;53.0;25.0;12.854.476.681.669.100;17/1/21;12854
38770.0;14.0;4.0;37.0;4.0;17.0;6.0;62.0;27.0;1.464.858.683.615.220;18/1/21;1465
38939.0;13.0;9.0;40.0;3.0;16.0;7.0;58.0;24.0;12.749.186.255.731.200;19/1/21;12749
37894.0;13.0;6.0;28.0;6.0;15.0;6.0;53.0;36.0;14.005.938.636.601.500;20/1/21;14006
34156.0;12.0;3.0;35.0;7.0;18.0;10.0;54.0;32.0;14.119.795.294.828.200;21/1/21;14120
36801.0;14.0;3.0;25.0;5.0;17.0;7.0;52.0;40.0;16.506.707.890.768.500;22/1/21;16507
27736.0;16.0;7.0;29.0;5.0;20.0;10.0;65.0;35.0;1.905.906.416.431.840;23/1/21;1906
22176.0;15.0;7.0;43.0;6.0;22.0;7.0;57.0;30.0;12.907.754.429.867.500;24/1/21;12908
32279.0;16.0;4.0;31.0;8.0;21.0;14.0;48.0;27.0;1.547.253.977.431.360;25/1/21;1547
31464.0;13.0;8.0;38.0;10.0;22.0;7.0;59.0;23.0;10.693.911.954.314.600;26/1/21;10694
29373.0;13.0;9.0;32.0;2.0;23.0;6.0;48.0;50.0;15.914.274.501.523.000;27/1/21;15914
26240.0;12.0;8.0;31.0;9.0;19.0;7.0;43.0;35.0;10.328.217.438.183.000;28/1/21;10328
25591.0;15.0;12.0;30.0;3.0;26.0;3.0;51.0;31.0;12.957.659.543.736.600;29/1/21;12958
19009.0;14.0;8.0;33.0;8.0;19.0;6.0;50.0;31.0;1.142.179.401.798.770;30/1/21;1142
13930.0;15.0;3.0;30.0;4.0;16.0;10.0;36.0;23.0;12.448.656.687.819.000;31/1/21;12449
21593.0;8.0;9.0;16.0;7.0;18.0;11.0;46.0;37.0;1.445.166.438.865.940;1/2/21;1445
20672.0;21.0;7.0;25.0;10.0;24.0;4.0;36.0;37.0;1.182.969.341.381.590;2/2/21;1183
18002.0;14.0;5.0;31.0;5.0;21.0;4.0;47.0;30.0;12.007.917.182.513.200;3/2/21;12008
15793.0;13.0;5.0;22.0;5.0;19.0;5.0;45.0;20.0;11.693.549.106.906.800;4/2/21;11694
15830.0;11.0;8.0;23.0;5.0;20.0;6.0;30.0;18.0;78.753.001.013.730.800;5/2/21;78753
11113.0;15.0;8.0;27.0;7.0;21.0;4.0;35.0;21.0;8.254.204.146.409.460;6/2/21;8254
8194.0;15.0;3.0;27.0;4.0;19.0;3.0;33.0;23.0;962.271.660.287.365;7/2/21;962
12437.0;11.0;5.0;26.0;5.0;18.0;3.0;36.0;32.0;9.485.590.051.082.190;8/2/21;9486
11817.0;15.0;7.0;24.0;9.0;20.0;5.0;35.0;18.0;8.009.553.880.694.390;9/2/21;8010
10501.0;11.0;9.0;30.0;6.0;19.0;6.0;25.0;20.0;5.524.328.910.005.690;10/2/21;5524
9216.0;7.0;8.0;31.0;4.0;21.0;7.0;23.0;21.0;5.354.517.220.504.140;11/2/21;5355
9583.0;8.0;6.0;28.0;3.0;19.0;4.0;26.0;10.0;4.610.944.647.406.780;12/2/21;4611
6848.0;8.0;3.0;26.0;5.0;13.0;1.0;21.0;17.0;30.012.264.028.446.100;13/2/21;30012
5600.0;12.0;2.0;19.0;6.0;16.0;5.0;23.0;9.0;6.203.178.265.429.710;14/2/21;6203
8327.0;14.0;8.0;21.0;4.0;14.0;6.0;24.0;14.0;75.957.090.322.398;15/2/21;76
8110.0;17.0;5.0;18.0;6.0;18.0;6.0;30.0;16.0;1.022.011.432.797.280;16/2/21;1022
7133.0;16.0;5.0;26.0;9.0;15.0;4.0;28.0;16.0;6.092.238.683.458.060;17/2/21;6092
6525.0;16.0;12.0;26.0;7.0;18.0;2.0;16.0;18.0;3.225.963.680.357.760;18/2/21;3226
6554.0;8.0;4.0;25.0;10.0;21.0;8.0;22.0;20.0;4.828.049.824.139.420;19/2/21;4828
5183.0;13.0;4.0;22.0;6.0;22.0;5.0;13.0;21.0;57.967.810.770.215.400;20/2/21;57968
4246.0;16.0;4.0;32.0;3.0;11.0;4.0;25.0;11.0;6.367.338.060.730.600;21/2/21;6367
6447.0;14.0;6.0;19.0;9.0;18.0;4.0;22.0;17.0;5.558.079.439.309.950;22/2/21;5558
6256.0;14.0;5.0;25.0;4.0;10.0;3.0;13.0;16.0;4.219.971.335.325.030;23/2/21;4220
5516.0;16.0;7.0;25.0;4.0;12.0;4.0;24.0;12.0;6.574.956.877.743.240;24/2/21;6575
5064.0;9.0;4.0;19.0;8.0;20.0;2.0;27.0;13.0;4.365.404.310.905.400;25/2/21;4365
5461.0;15.0;8.0;25.0;4.0;15.0;4.0;18.0;13.0;5.282.663.945.508.840;26/2/21;5283
4058.0;11.0;7.0;23.0;3.0;17.0;7.0;25.0;14.0;76.532.482.728.252.900;27/2/21;76532
3699.0;17.0;8.0;17.0;11.0;14.0;5.0;22.0;12.0;5.236.913.258.833.840;28/2/21;5237
5585.0;11.0;4.0;21.0;9.0;21.0;3.0;24.0;10.0;37.938.005.637.096.700;1/3/21;37938
5237.0;17.0;2.0;22.0;2.0;18.0;4.0;16.0;18.0;8.551.796.295.905.740;2/3/21;8552
5215.0;11.0;3.0;16.0;5.0;14.0;2.0;11.0;11.0;33.085.760.550.300.700;3/3/21;33086
4672.0;17.0;6.0;23.0;8.0;14.0;5.0;13.0;17.0;4.844.714.395.479.180;4/3/21;4845
4952.0;11.0;6.0;21.0;6.0;15.0;4.0;15.0;17.0;4.082.998.032.370.600;5/3/21;4083
3942.0;11.0;3.0;24.0;8.0;15.0;4.0;18.0;17.0;3.810.322.014.346.530;6/3/21;3810
3517.0;10.0;6.0;30.0;8.0;19.0;4.0;14.0;8.0;39.713.596.015.046.200;7/3/21;39714
5158.0;11.0;1.0;18.0;4.0;15.0;2.0;20.0;10.0;5.301.451.927.062.380;8/3/21;5301
4988.0;14.0;5.0;21.0;7.0;21.0;4.0;21.0;10.0;5.271.378.997.810.080;9/3/21;5271
4944.0;9.0;7.0;23.0;8.0;17.0;3.0;17.0;18.0;23.619.557.310.293.600;10/3/21;23620
4670.0;10.0;6.0;23.0;7.0;18.0;4.0;17.0;11.0;27.822.654.683.925.000;11/3/21;27823
5086.0;11.0;7.0;17.0;10.0;11.0;2.0;17.0;18.0;23.726.691.244.607.600;12/3/21;23727
3998.0;12.0;4.0;20.0;9.0;10.0;4.0;15.0;13.0;28.378.557.600.180.600;13/3/21;28379
3628.0;8.0;6.0;21.0;7.0;23.0;3.0;23.0;13.0;3.676.183.922.772.750;14/3/21;3676
5677.0;11.0;5.0;18.0;6.0;12.0;3.0;14.0;14.0;3.547.353.960.900.070;15/3/21;3547
5423.0;14.0;7.0;27.0;8.0;11.0;3.0;15.0;15.0;2.255.863.140.928.820;16/3/21;2256
5128.0;17.0;10.0;18.0;3.0;15.0;5.0;19.0;13.0;7.696.353.007.594.730;17/3/21;7696
5402.0;9.0;4.0;23.0;8.0;18.0;3.0;16.0;16.0;2.419.372.821.140.890;18/3/21;2419
5086.0;8.0;7.0;15.0;5.0;21.0;3.0;12.0;13.0;3.128.314.396.449.110;19/3/21;3128
4600.0;15.0;4.0;26.0;4.0;17.0;6.0;16.0;14.0;64.246.836.247.373.400;20/3/21;64247
4270.0;11.0;9.0;24.0;5.0;20.0;3.0;20.0;17.0;4.350.215.351.894.490;21/3/21;4350
6756.0;10.0;7.0;21.0;9.0;22.0;3.0;30.0;18.0;5.239.577.192.671.980;22/3/21;5240
6965.0;14.0;5.0;16.0;5.0;22.0;6.0;20.0;11.0;7.684.075.119.113.460;23/3/21;7684
6266.0;16.0;7.0;16.0;7.0;14.0;3.0;22.0;22.0;736.304.303.093.519;24/3/21;736
6141.0;16.0;4.0;22.0;7.0;23.0;2.0;19.0;15.0;5.470.424.863.611.430;25/3/21;5470
6786.0;17.0;5.0;24.0;6.0;13.0;8.0;26.0;19.0;9.520.274.506.888.580;26/3/21;9520
5489.0;15.0;7.0;21.0;9.0;19.0;4.0;20.0;15.0;483.387.292.359.535;27/3/21;483
5075.0;16.0;8.0;24.0;6.0;17.0;4.0;19.0;16.0;5.614.859.778.731.370;28/3/21;5615
7217.0;16.0;8.0;25.0;7.0;20.0;6.0;21.0;15.0;6.268.211.690.128.860;29/3/21;6268
7102.0;18.0;9.0;30.0;9.0;17.0;4.0;26.0;21.0;5.897.572.868.076.950;30/3/21;5898
7216.0;20.0;8.0;28.0;7.0;13.0;3.0;25.0;24.0;7.403.241.333.691.480;31/3/21;7403
6976.0;13.0;6.0;21.0;11.0;19.0;7.0;21.0;12.0;4.556.458.165.392.350;1/4/21;4556
5947.0;22.0;5.0;25.0;12.0;17.0;7.0;23.0;12.0;6.800.366.935.127.300;2/4/21;6800
6905.0;21.0;11.0;26.0;13.0;19.0;7.0;24.0;22.0;6.616.680.583.002.060;3/4/21;6617
6931.0;21.0;6.0;22.0;6.0;18.0;7.0;21.0;15.0;9.335.629.464.099.370;4/4/21;9336
8910.0;26.0;6.0;27.0;3.0;19.0;5.0;31.0;23.0;1.351.751.912.700.730;5/4/21;1352
9482.0;13.0;2.0;20.0;7.0;26.0;6.0;20.0;18.0;7.515.130.328.090.220;6/4/21;7515
8919.0;15.0;3.0;25.0;7.0;21.0;1.0;26.0;20.0;6.284.089.746.993.120;7/4/21;6284
8407.0;11.0;5.0;10.0;9.0;19.0;7.0;20.0;13.0;6.532.304.943.712.960;8/4/21;6532
8717.0;15.0;7.0;29.0;6.0;18.0;7.0;23.0;18.0;6.974.612.098.070.550;9/4/21;6975
7742.0;13.0;4.0;19.0;9.0;16.0;4.0;15.0;17.0;4.145.271.189.617.670;10/4/21;4145
6329.0;20.0;5.0;19.0;6.0;15.0;9.0;15.0;17.0;9.453.724.849.293.300;11/4/21;9454
9295.0;14.0;6.0;27.0;6.0;25.0;5.0;17.0;23.0;6.201.758.619.896.840;12/4/21;6202
9031.0;14.0;5.0;26.0;12.0;20.0;7.0;22.0;12.0;4.082.719.369.358.900;13/4/21;4083
9142.0;16.0;9.0;30.0;10.0;16.0;4.0;27.0;11.0;3.668.213.035.718.130;14/4/21;3668
8381.0;8.0;3.0;25.0;6.0;14.0;7.0;18.0;14.0;43.183.191.117.108.000;15/4/21;43183
8695.0;14.0;6.0;32.0;7.0;21.0;4.0;23.0;16.0;4.592.063.636.182.580;16/4/21;4592
7056.0;22.0;5.0;27.0;6.0;14.0;5.0;20.0;12.0;7.424.370.049.372.800;17/4/21;7424
6503.0;19.0;6.0;35.0;4.0;20.0;2.0;18.0;11.0;4.486.994.434.078.290;18/4/21;4487
8977.0;14.0;5.0;24.0;8.0;15.0;5.0;21.0;20.0;5.820.653.071.878.640;19/4/21;5821
9625.0;17.0;4.0;33.0;4.0;18.0;6.0;22.0;19.0;7.804.864.990.365.770;20/4/21;7805
8329.0;14.0;5.0;18.0;4.0;12.0;3.0;23.0;18.0;7.513.033.173.299.430;21/4/21;7513
