fecha,Index,casos,casos_5,casos_10,tos,dolor de garganta,fiebre,cansancio,dolor de cabeza,suma_keys_sintomas,tengo covid,sintomas covid,test covid,suma_keys_preguntas
1/5/21,487,5439,6789,6022,23,3,29,6,14,75,7,12,15,34
2/5/21,488,4611,5566,5128,15,8,16,5,14,58,6,20,12,38
3/5/21,489,6623,5950,5032,19,7,25,5,15,71,2,21,15,38
4/5/21,490,6656,4409,4944,15,7,26,5,18,71,2,23,19,44
5/5/21,491,6789,3861,4959,15,5,18,10,12,60,3,26,23,52
6/5/21,492,5566,6022,4038,18,2,19,5,25,69,4,19,18,41
7/5/21,493,5950,5128,3456,15,6,32,7,20,80,6,21,17,44
8/5/21,494,4409,5032,5504,27,5,69,6,9,116,5,18,20,43
9/5/21,495,3861,4944,5409,25,6,38,7,11,87,7,24,18,49
10/5/21,496,6022,4959,4606,19,6,32,8,18,83,8,27,24,59
11/5/21,497,5128,4038,4785,16,4,25,7,14,66,6,23,22,51
12/5/21,498,5032,3456,4815,13,5,22,8,14,62,7,14,17,38
13/5/21,499,4944,5504,3621,13,5,21,5,14,58,5,15,22,42
14/5/21,500,4959,5409,3246,12,5,25,7,19,68,8,18,32,58
15/5/21,501,4038,4606,4855,20,4,29,10,13,76,3,16,20,39
16/5/21,502,3456,4785,4857,17,3,22,3,15,60,6,21,14,41
17/5/21,503,5504,4815,4860,23,3,15,13,21,75,3,16,25,44
18/5/21,504,5409,3621,4272,14,6,28,6,12,66,2,12,24,38
19/5/21,505,4606,3246,4546,16,4,26,16,25,87,3,16,20,39
20/5/21,506,4785,4855,3526,16,6,24,8,17,71,4,16,19,39
21/5/21,507,4815,4857,3012,15,7,26,7,18,73,4,17,17,38
22/5/21,508,3621,4860,4521,12,5,23,7,17,64,5,13,21,39
23/5/21,509,3246,4272,4942,20,7,24,4,19,74,4,19,16,39
24/5/21,510,4855,4546,4512,19,5,22,7,17,70,6,18,22,46
25/5/21,511,4857,3526,3885,13,4,25,7,14,63,5,20,28,53
26/5/21,512,4860,3012,3906,18,3,25,13,19,78,5,15,21,41
27/5/21,513,4272,4521,3190,19,7,21,6,16,69,4,15,17,36
28/5/21,514,4546,4942,2762,20,7,17,8,9,61,5,17,14,36
29/5/21,515,3526,4512,4044,19,4,31,7,12,73,2,13,20,35
30/5/21,516,3012,3885,3608,23,6,37,9,19,94,2,19,14,35
31/5/21,517,4521,3906,3567,18,4,25,9,20,76,6,25,30,61
1/6/21,518,4942,3190,3459,15,6,26,7,10,64,4,14,17,35
2/6/21,519,4512,2762,3381,13,5,30,9,15,72,6,12,26,44
3/6/21,520,3885,4044,2687,13,3,23,11,19,69,7,14,28,49
4/6/21,521,3906,3608,2493,10,6,26,6,18,66,4,24,18,46
5/6/21,522,3190,3567,3815,18,6,27,5,10,66,6,7,17,30
6/6/21,523,2762,3459,3818,12,5,20,17,22,76,3,21,24,48
7/6/21,524,4044,3381,3632,12,8,23,6,11,60,6,19,24,49
8/6/21,525,3608,2687,3334,18,9,28,11,6,72,8,24,28,60
9/6/21,526,3567,2493,3678,12,6,19,5,17,59,3,8,28,39
10/6/21,527,3459,3815,2945,14,6,23,6,6,55,3,10,20,33
11/6/21,528,3381,3818,2907,17,10,14,10,11,62,5,9,17,31
12/6/21,529,2687,3632,4426,16,5,35,6,18,80,5,14,24,43
13/6/21,530,2493,3334,4631,14,4,32,9,19,78,2,14,26,42
14/6/21,531,3815,3678,4575,14,6,26,6,15,67,8,12,34,54
15/6/21,532,3818,2945,4075,16,5,25,5,14,65,7,22,25,54
16/6/21,533,3632,2907,5186,19,4,29,9,13,74,8,16,32,56
17/6/21,534,3334,4426,5901,13,7,21,8,13,62,7,8,21,36
18/6/21,535,3678,4631,6058,20,7,29,7,11,74,5,13,29,47
19/6/21,536,2945,4575,10397,18,7,31,6,7,69,6,14,30,50
20/6/21,537,2907,4075,13109,20,4,24,6,18,72,3,10,38,51
21/6/21,538,4426,5186,12983,11,4,24,6,10,55,7,11,34,52
22/6/21,539,4631,5901,12801,14,5,21,13,10,63,6,14,25,45
23/6/21,540,4575,6058,13793,7,2,20,9,11,49,6,13,25,44
24/6/21,541,4075,10397,12241,14,3,25,6,18,66,7,13,33,53
25/6/21,542,5186,13109,11838,13,11,28,5,16,73,5,26,32,63
26/6/21,543,5901,12983,17751,13,5,32,8,10,68,7,14,31,52
27/6/21,544,6058,12801,20818,12,4,32,9,14,71,9,14,26,49
28/6/21,545,10397,13793,21711,12,11,26,8,12,69,9,26,40,75
29/6/21,546,13109,12241,20585,16,7,31,12,16,82,4,29,43,76
30/6/21,547,12983,11838,22773,16,12,34,3,10,75,10,32,45,87
1/7/21,548,12801,17751,18537,18,8,31,5,18,80,10,26,46,82
2/7/21,549,13793,20818,15980,14,8,39,9,11,81,13,30,35,78
3/7/21,550,12241,21711,27255,21,12,38,13,13,97,4,25,41,70
4/7/21,551,11838,20585,27872,20,9,43,9,17,98,14,32,50,96
5/7/21,552,17751,22773,25180,15,10,24,8,18,75,16,38,46,100
6/7/21,553,20818,18537,23388,12,5,27,8,19,71,13,34,34,81
7/7/21,554,21711,15980,25079,16,8,29,11,15,79,10,43,43,96
8/7/21,555,20585,27255,17827,12,8,44,7,22,93,10,46,53,109
9/7/21,556,22773,27872,15256,17,8,36,8,20,89,15,47,69,131
10/7/21,557,18537,25180,18613,17,8,54,6,22,107,8,39,63,110
11/7/21,558,15980,23388,15243,12,11,35,8,15,81,9,46,46,101
12/7/21,559,27255,25079,30587,13,7,41,6,16,83,16,51,69,136
13/7/21,560,27872,17827,29535,16,11,47,6,18,98,12,60,72,144
14/7/21,561,25180,15256,31171,16,6,46,11,19,98,13,73,71,157
15/7/21,562,23388,18613,32330,26,10,36,6,21,99,15,61,59,135
16/7/21,563,25079,15243,34042,20,12,45,9,18,104,25,68,67,160
17/7/21,564,17827,30587,35754,24,10,39,10,25,108,19,54,72,145
18/7/21,565,15256,29535,37466,18,9,47,8,23,105,15,52,41,108
19/7/21,566,18613,31171,,17,11,100,10,19,157,13,78,82,173
20/7/21,567,15243,32330,,18,6,45,9,14,92,13,48,100,161
21/7/21,568,30587,34042,,19,8,44,6,13,90,10,60,71,141
22/7/21,569,29535,35754,,19,11,50,10,20,110,20,57,87,164
23/7/21,570,31171,37466,,10,8,42,8,22,90,16,60,87,163
24/7/21,571,32330,,,,,,,,,19,44,63,126
25/7/21,572,34042,,,,,,,,,,,,
26/7/21,573,35754,,,,,,,,,,,,
,,37466,,,,,,,,,,,,
