casos,tos,dolor de garganta,fiebre,cansancio,dolor de cabeza,tengo covid,sintomas covid,test covid,prediction,fecha
11916.0,19.0,9.0,54.0,11.0,21.0,5.0,62.0,55.0,13472.961383046946,25/9/20
7868.0,19.0,6.0,41.0,9.0,32.0,7.0,63.0,36.0,15818.412631569234,26/9/20
6398.0,22.0,15.0,42.0,12.0,27.0,3.0,79.0,31.0,14413.757774023765,27/9/20
9238.0,25.0,7.0,40.0,7.0,19.0,14.0,67.0,32.0,20970.892828604727,28/9/20
10697.0,18.0,8.0,50.0,6.0,17.0,3.0,59.0,34.0,11621.81787760769,29/9/20
10141.0,22.0,17.0,49.0,10.0,20.0,5.0,56.0,30.0,9931.285008343119,30/9/20
10734.0,24.0,17.0,34.0,10.0,15.0,7.0,45.0,25.0,10738.906275540878,1/10/20
11053.0,14.0,8.0,37.0,6.0,18.0,9.0,52.0,23.0,12130.383232279459,2/10/20
8094.0,15.0,8.0,32.0,8.0,20.0,4.0,54.0,33.0,12123.288682845996,3/10/20
7516.0,29.0,12.0,33.0,5.0,19.0,5.0,62.0,13.0,16235.728909880196,4/10/20
11228.0,20.0,11.0,46.0,6.0,21.0,7.0,52.0,32.0,12711.05347253228,5/10/20
12711.0,13.0,16.0,43.0,7.0,14.0,3.0,49.0,26.0,6428.914500120251,6/10/20
12429.0,13.0,13.0,47.0,15.0,24.0,5.0,46.0,29.0,4162.365506633414,7/10/20
12648.0,27.0,7.0,46.0,3.0,23.0,11.0,70.0,36.0,22379.374717552135,8/10/20
13551.0,18.0,14.0,33.0,7.0,20.0,3.0,58.0,41.0,13804.661169464347,9/10/20
10921.0,28.0,9.0,31.0,5.0,27.0,10.0,46.0,30.0,18434.489758242802,10/10/20
8996.0,24.0,16.0,37.0,7.0,24.0,3.0,55.0,11.0,10483.725170246682,11/10/20
10957.0,22.0,9.0,44.0,9.0,29.0,3.0,71.0,24.0,13948.199063034557,12/10/20
14364.0,13.0,11.0,52.0,9.0,22.0,4.0,69.0,18.0,8455.740571705643,13/10/20
16325.0,20.0,10.0,38.0,11.0,21.0,6.0,62.0,24.0,12420.2655842151,14/10/20
16464.0,18.0,10.0,40.0,7.0,25.0,9.0,75.0,38.0,18819.48999950884,15/10/20
17465.0,17.0,9.0,44.0,8.0,21.0,5.0,72.0,46.0,16272.707626633906,16/10/20
14249.0,18.0,13.0,39.0,4.0,27.0,6.0,75.0,25.0,16903.873015897814,17/10/20
13053.0,23.0,15.0,36.0,3.0,35.0,3.0,76.0,26.0,18549.21539482552,18/10/20
20819.0,21.0,13.0,37.0,7.0,23.0,5.0,66.0,48.0,17675.55269907949,19/10/20
22527.0,26.0,10.0,44.0,10.0,27.0,11.0,63.0,45.0,19135.376218871876,20/10/20
22179.0,20.0,11.0,50.0,12.0,19.0,9.0,83.0,41.0,17277.677400606313,21/10/20
21126.0,27.0,10.0,55.0,7.0,24.0,10.0,79.0,39.0,20599.809461720248,22/10/20
22176.0,23.0,11.0,39.0,4.0,17.0,8.0,61.0,41.0,18616.58310413463,23/10/20
17306.0,16.0,9.0,53.0,4.0,23.0,11.0,76.0,42.0,19008.193918990233,24/10/20
15426.0,26.0,10.0,39.0,5.0,16.0,10.0,52.0,30.0,16963.91664730393,25/10/20
22444.0,24.0,17.0,45.0,8.0,28.0,11.0,74.0,43.0,19933.966430030418,26/10/20
23077.0,18.0,6.0,36.0,6.0,18.0,10.0,74.0,29.0,19130.035551400335,27/10/20
22152.0,23.0,14.0,36.0,5.0,28.0,10.0,79.0,46.0,23595.6331222983,28/10/20
20593.0,20.0,7.0,37.0,8.0,14.0,7.0,65.0,44.0,17504.47117959922,29/10/20
21476.0,28.0,13.0,42.0,7.0,27.0,13.0,81.0,35.0,23692.80759592887,30/10/20
16751.0,12.0,6.0,25.0,10.0,16.0,11.0,54.0,35.0,14672.299946728188,31/10/20
16018.0,38.0,9.0,48.0,9.0,26.0,7.0,67.0,40.0,21264.950559833815,1/11/20
19289.0,20.0,15.0,33.0,10.0,30.0,13.0,59.0,38.0,17482.508149644844,2/11/20
21385.0,19.0,11.0,30.0,7.0,29.0,5.0,66.0,36.0,17147.711956436022,3/11/20
20428.0,15.0,8.0,50.0,11.0,20.0,12.0,56.0,30.0,11399.50040946927,4/11/20
19642.0,23.0,9.0,48.0,4.0,16.0,14.0,45.0,37.0,16470.477324868476,5/11/20
19435.0,13.0,12.0,34.0,6.0,30.0,11.0,60.0,38.0,16570.93263343821,6/11/20
15475.0,20.0,7.0,32.0,8.0,17.0,9.0,40.0,37.0,13700.693290710467,7/11/20
12627.0,25.0,12.0,36.0,8.0,24.0,6.0,57.0,27.0,14865.729371199173,8/11/20
17309.0,16.0,6.0,44.0,13.0,25.0,7.0,53.0,42.0,11341.956658180818,9/11/20
17856.0,24.0,10.0,36.0,7.0,19.0,6.0,46.0,37.0,14286.924510982211,10/11/20
16574.0,14.0,7.0,30.0,8.0,24.0,8.0,64.0,41.0,17026.887633993865,11/11/20
14958.0,25.0,10.0,31.0,8.0,31.0,5.0,54.0,51.0,18494.429965873624,12/11/20
14895.0,25.0,7.0,39.0,8.0,28.0,6.0,41.0,34.0,13330.107446089372,13/11/20
11681.0,22.0,12.0,36.0,4.0,28.0,5.0,36.0,30.0,11861.60438160631,14/11/20
9283.0,23.0,7.0,43.0,5.0,33.0,11.0,34.0,26.0,13284.468551130558,15/11/20
13429.0,17.0,8.0,43.0,11.0,20.0,11.0,55.0,41.0,13960.640730226685,16/11/20
13322.0,21.0,7.0,33.0,8.0,21.0,5.0,57.0,49.0,17150.402895953444,17/11/20
11830.0,19.0,8.0,28.0,6.0,26.0,5.0,42.0,58.0,16622.972362176508,18/11/20
10018.0,17.0,8.0,40.0,7.0,26.0,5.0,38.0,50.0,11940.664342244134,19/11/20
10397.0,17.0,9.0,29.0,6.0,25.0,5.0,39.0,33.0,11781.424223400933,20/11/20
8007.0,13.0,9.0,41.0,7.0,18.0,7.0,35.0,32.0,7851.731302831203,21/11/20
6314.0,9.0,10.0,30.0,3.0,15.0,3.0,27.0,30.0,6217.5527974519055,22/11/20
9166.0,19.0,7.0,28.0,7.0,30.0,7.0,32.0,39.0,13038.409483825391,23/11/20
9081.0,23.0,6.0,26.0,10.0,29.0,5.0,33.0,26.0,11125.965291073178,24/11/20
8434.0,14.0,6.0,29.0,9.0,25.0,6.0,34.0,28.0,8880.30805746522,25/11/20
7697.0,14.0,5.0,24.0,6.0,19.0,5.0,30.0,25.0,9174.49102978372,26/11/20
8428.0,7.0,5.0,21.0,4.0,14.0,2.0,26.0,29.0,6531.82484541375,27/11/20
6307.0,12.0,6.0,18.0,2.0,10.0,0.0,13.0,19.0,4490.449898968214,28/11/20
5029.0,14.0,5.0,20.0,4.0,13.0,2.0,16.0,13.0,4890.176330312635,29/11/20
7552.0,14.0,7.0,16.0,6.0,13.0,3.0,18.0,29.0,7271.320627606389,30/11/20
8603.0,7.0,9.0,19.0,4.0,19.0,3.0,24.0,26.0,6137.4772000239145,1/12/20
7904.0,15.0,10.0,25.0,2.0,16.0,2.0,26.0,24.0,7959.864481473122,2/12/20
6964.0,13.0,5.0,20.0,3.0,19.0,3.0,27.0,39.0,11170.732025257097,3/12/20
7292.0,14.0,2.0,16.0,6.0,13.0,4.0,20.0,29.0,8811.529648223383,4/12/20
5828.0,4.0,7.0,13.0,3.0,9.0,2.0,19.0,24.0,4704.755970568417,5/12/20
4885.0,8.0,6.0,21.0,3.0,11.0,4.0,19.0,39.0,7800.252553733336,6/12/20
6838.0,12.0,8.0,18.0,3.0,13.0,4.0,15.0,49.0,9905.925809470114,7/12/20
6418.0,19.0,2.0,26.0,6.0,14.0,2.0,19.0,31.0,8165.247867468382,8/12/20
8871.0,11.0,8.0,19.0,6.0,6.0,2.0,22.0,32.0,6071.258255273445,9/12/20
9529.0,11.0,4.0,18.0,5.0,13.0,2.0,24.0,32.0,7973.583852380562,10/12/20
10009.0,11.0,5.0,26.0,6.0,20.0,3.0,19.0,34.0,6294.390726456236,11/12/20
8300.0,9.0,6.0,16.0,6.0,17.0,3.0,23.0,30.0,7103.17642657993,12/12/20
6693.0,14.0,4.0,25.0,2.0,11.0,4.0,25.0,28.0,9461.011396428734,13/12/20
10561.0,13.0,7.0,21.0,6.0,17.0,4.0,20.0,43.0,9021.651686552268,14/12/20
11108.0,14.0,2.0,24.0,6.0,22.0,4.0,26.0,38.0,10345.083561354139,15/12/20
10525.0,10.0,7.0,15.0,6.0,14.0,3.0,24.0,51.0,10220.804329547187,16/12/20
9713.0,8.0,5.0,21.0,6.0,14.0,5.0,35.0,41.0,10511.678592548145,17/12/20
10763.0,15.0,6.0,24.0,2.0,15.0,7.0,34.0,39.0,14188.020783515385,18/12/20
8538.0,7.0,6.0,14.0,2.0,14.0,5.0,17.0,34.0,8507.11783283119,19/12/20
7400.0,14.0,9.0,23.0,3.0,13.0,2.0,36.0,32.0,10441.864167276268,20/12/20
11088.0,14.0,3.0,22.0,2.0,14.0,3.0,34.0,40.0,13063.995341362184,21/12/20
11634.0,13.0,5.0,18.0,4.0,15.0,5.0,31.0,24.0,10447.834825809437,22/12/20
11839.0,18.0,6.0,24.0,2.0,15.0,6.0,29.0,46.0,14723.164622113993,23/12/20
10505.0,6.0,7.0,27.0,4.0,21.0,3.0,37.0,38.0,8987.361684203246,24/12/20
8077.0,14.0,8.0,19.0,4.0,20.0,6.0,25.0,23.0,9584.269538075292,25/12/20
10071.0,19.0,12.0,29.0,5.0,13.0,2.0,35.0,17.0,7664.903140587905,26/12/20
10385.0,19.0,13.0,30.0,7.0,19.0,6.0,28.0,34.0,9442.198342458785,27/12/20
16541.0,15.0,7.0,24.0,6.0,16.0,5.0,42.0,23.0,10991.105895989233,28/12/20
16240.0,13.0,10.0,29.0,6.0,15.0,3.0,49.0,23.0,9554.938344396414,29/12/20
16795.0,14.0,9.0,26.0,3.0,18.0,4.0,46.0,33.0,13047.0514557362,30/12/20
14961.0,10.0,7.0,18.0,1.0,10.0,4.0,42.0,35.0,13243.741367553128,31/12/20
13493.0,13.0,10.0,30.0,5.0,19.0,5.0,32.0,20.0,7300.837748888769,1/1/21
15752.0,13.0,7.0,22.0,4.0,12.0,6.0,43.0,21.0,11613.969782690925,2/1/21
15790.0,12.0,14.0,28.0,3.0,17.0,4.0,47.0,21.0,9900.24666387841,3/1/21
24943.0,12.0,5.0,30.0,5.0,11.0,9.0,49.0,29.0,13311.634295886299,4/1/21
29244.0,10.0,6.0,19.0,3.0,9.0,6.0,41.0,38.0,13403.09559571875,5/1/21
19863.0,8.0,9.0,21.0,2.0,12.0,2.0,49.0,21.0,10164.343384305663,6/1/21
27571.0,18.0,4.0,33.0,4.0,12.0,9.0,38.0,26.0,12933.620169867463,7/1/21
33454.0,14.0,6.0,21.0,4.0,12.0,5.0,37.0,33.0,12294.806192480297,8/1/21
26812.0,12.0,7.0,16.0,3.0,18.0,8.0,36.0,22.0,12599.87862952366,9/1/21
24090.0,12.0,7.0,16.0,4.0,13.0,7.0,37.0,19.0,11308.0455530057,10/1/21
35575.0,12.0,5.0,23.0,4.0,26.0,2.0,36.0,25.0,9751.824618418163,11/1/21
36515.0,14.0,3.0,25.0,4.0,16.0,7.0,40.0,28.0,13062.486296300642,12/1/21
35626.0,20.0,8.0,20.0,8.0,19.0,11.0,62.0,35.0,20128.738507550574,13/1/21
34878.0,13.0,6.0,28.0,3.0,12.0,6.0,55.0,26.0,14135.893149580017,14/1/21
39279.0,15.0,7.0,30.0,6.0,17.0,5.0,58.0,31.0,14138.154210967208,15/1/21
30477.0,16.0,9.0,31.0,2.0,20.0,7.0,60.0,24.0,16069.114280876023,16/1/21
25326.0,19.0,4.0,30.0,6.0,16.0,2.0,53.0,25.0,12854.476681669195,17/1/21
38770.0,14.0,4.0,37.0,4.0,17.0,6.0,62.0,27.0,14648.58683615224,18/1/21
38939.0,13.0,9.0,40.0,3.0,16.0,7.0,58.0,24.0,12749.186255731252,19/1/21
37894.0,13.0,6.0,28.0,6.0,15.0,6.0,53.0,36.0,14005.938636601597,20/1/21
34156.0,12.0,3.0,35.0,7.0,18.0,10.0,54.0,32.0,14119.795294828207,21/1/21
36801.0,14.0,3.0,25.0,5.0,17.0,7.0,52.0,40.0,16506.707890768597,22/1/21
27736.0,16.0,7.0,29.0,5.0,20.0,10.0,65.0,35.0,19059.06416431848,23/1/21
22176.0,15.0,7.0,43.0,6.0,22.0,7.0,57.0,30.0,12907.754429867553,24/1/21
32279.0,16.0,4.0,31.0,8.0,21.0,14.0,48.0,27.0,15472.53977431362,25/1/21
31464.0,13.0,8.0,38.0,10.0,22.0,7.0,59.0,23.0,10693.911954314677,26/1/21
29373.0,13.0,9.0,32.0,2.0,23.0,6.0,48.0,50.0,15914.274501523083,27/1/21
26240.0,12.0,8.0,31.0,9.0,19.0,7.0,43.0,35.0,10328.217438183096,28/1/21
25591.0,15.0,12.0,30.0,3.0,26.0,3.0,51.0,31.0,12957.659543736612,29/1/21
19009.0,14.0,8.0,33.0,8.0,19.0,6.0,50.0,31.0,11421.79401798778,30/1/21
13930.0,15.0,3.0,30.0,4.0,16.0,10.0,36.0,23.0,12448.656687819046,31/1/21
21593.0,8.0,9.0,16.0,7.0,18.0,11.0,46.0,37.0,14451.66438865944,1/2/21
20672.0,21.0,7.0,25.0,10.0,24.0,4.0,36.0,37.0,11829.69341381597,2/2/21
18002.0,14.0,5.0,31.0,5.0,21.0,4.0,47.0,30.0,12007.917182513276,3/2/21
15793.0,13.0,5.0,22.0,5.0,19.0,5.0,45.0,20.0,11693.549106906874,4/2/21
15830.0,11.0,8.0,23.0,5.0,20.0,6.0,30.0,18.0,7875.3001013730845,5/2/21
11113.0,15.0,8.0,27.0,7.0,21.0,4.0,35.0,21.0,8254.204146409465,6/2/21
8194.0,15.0,3.0,27.0,4.0,19.0,3.0,33.0,23.0,9622.71660287365,7/2/21
12437.0,11.0,5.0,26.0,5.0,18.0,3.0,36.0,32.0,9485.590051082196,8/2/21
11817.0,15.0,7.0,24.0,9.0,20.0,5.0,35.0,18.0,8009.553880694396,9/2/21
10501.0,11.0,9.0,30.0,6.0,19.0,6.0,25.0,20.0,5524.328910005696,10/2/21
9216.0,7.0,8.0,31.0,4.0,21.0,7.0,23.0,21.0,5354.517220504142,11/2/21
9583.0,8.0,6.0,28.0,3.0,19.0,4.0,26.0,10.0,4610.944647406787,12/2/21
6848.0,8.0,3.0,26.0,5.0,13.0,1.0,21.0,17.0,3001.2264028446193,13/2/21
5600.0,12.0,2.0,19.0,6.0,16.0,5.0,23.0,9.0,6203.178265429713,14/2/21
8327.0,14.0,8.0,21.0,4.0,14.0,6.0,24.0,14.0,7595.7090322398,15/2/21
8110.0,17.0,5.0,18.0,6.0,18.0,6.0,30.0,16.0,10220.11432797285,16/2/21
7133.0,16.0,5.0,26.0,9.0,15.0,4.0,28.0,16.0,6092.238683458066,17/2/21
6525.0,16.0,12.0,26.0,7.0,18.0,2.0,16.0,18.0,3225.963680357761,18/2/21
6554.0,8.0,4.0,25.0,10.0,21.0,8.0,22.0,20.0,4828.049824139423,19/2/21
5183.0,13.0,4.0,22.0,6.0,22.0,5.0,13.0,21.0,5796.7810770215465,20/2/21
4246.0,16.0,4.0,32.0,3.0,11.0,4.0,25.0,11.0,6367.338060730602,21/2/21
6447.0,14.0,6.0,19.0,9.0,18.0,4.0,22.0,17.0,5558.079439309959,22/2/21
6256.0,14.0,5.0,25.0,4.0,10.0,3.0,13.0,16.0,4219.971335325033,23/2/21
5516.0,16.0,7.0,25.0,4.0,12.0,4.0,24.0,12.0,6574.956877743247,24/2/21
5064.0,9.0,4.0,19.0,8.0,20.0,2.0,27.0,13.0,4365.404310905407,25/2/21
5461.0,15.0,8.0,25.0,4.0,15.0,4.0,18.0,13.0,5282.663945508846,26/2/21
4058.0,11.0,7.0,23.0,3.0,17.0,7.0,25.0,14.0,7653.2482728252935,27/2/21
3699.0,17.0,8.0,17.0,11.0,14.0,5.0,22.0,12.0,5236.913258833842,28/2/21
5585.0,11.0,4.0,21.0,9.0,21.0,3.0,24.0,10.0,3793.8005637096776,1/3/21
5237.0,17.0,2.0,22.0,2.0,18.0,4.0,16.0,18.0,8551.796295905744,2/3/21
5215.0,11.0,3.0,16.0,5.0,14.0,2.0,11.0,11.0,3308.5760550300706,3/3/21
4672.0,17.0,6.0,23.0,8.0,14.0,5.0,13.0,17.0,4844.714395479181,4/3/21
4952.0,11.0,6.0,21.0,6.0,15.0,4.0,15.0,17.0,4082.998032370603,5/3/21
3942.0,11.0,3.0,24.0,8.0,15.0,4.0,18.0,17.0,3810.322014346534,6/3/21
3517.0,10.0,6.0,30.0,8.0,19.0,4.0,14.0,8.0,397.13596015046267,7/3/21
5158.0,11.0,1.0,18.0,4.0,15.0,2.0,20.0,10.0,5301.451927062386,8/3/21
4988.0,14.0,5.0,21.0,7.0,21.0,4.0,21.0,10.0,5271.378997810082,9/3/21
4944.0,9.0,7.0,23.0,8.0,17.0,3.0,17.0,18.0,2361.9557310293676,10/3/21
4670.0,10.0,6.0,23.0,7.0,18.0,4.0,17.0,11.0,2782.2654683925093,11/3/21
5086.0,11.0,7.0,17.0,10.0,11.0,2.0,17.0,18.0,2372.6691244607687,12/3/21
3998.0,12.0,4.0,20.0,9.0,10.0,4.0,15.0,13.0,2837.8557600180666,13/3/21
3628.0,8.0,6.0,21.0,7.0,23.0,3.0,23.0,13.0,3676.183922772753,14/3/21
5677.0,11.0,5.0,18.0,6.0,12.0,3.0,14.0,14.0,3547.353960900073,15/3/21
5423.0,14.0,7.0,27.0,8.0,11.0,3.0,15.0,15.0,2255.863140928824,16/3/21
5128.0,17.0,10.0,18.0,3.0,15.0,5.0,19.0,13.0,7696.353007594738,17/3/21
5402.0,9.0,4.0,23.0,8.0,18.0,3.0,16.0,16.0,2419.372821140891,18/3/21
5086.0,8.0,7.0,15.0,5.0,21.0,3.0,12.0,13.0,3128.314396449113,19/3/21
4600.0,15.0,4.0,26.0,4.0,17.0,6.0,16.0,14.0,6424.6836247373485,20/3/21
4270.0,11.0,9.0,24.0,5.0,20.0,3.0,20.0,17.0,4350.215351894494,21/3/21
6756.0,10.0,7.0,21.0,9.0,22.0,3.0,30.0,18.0,5239.577192671987,22/3/21
6965.0,14.0,5.0,16.0,5.0,22.0,6.0,20.0,11.0,7684.075119113462,23/3/21
6266.0,16.0,7.0,16.0,7.0,14.0,3.0,22.0,22.0,7363.04303093519,24/3/21
6141.0,16.0,4.0,22.0,7.0,23.0,2.0,19.0,15.0,5470.424863611436,25/3/21
6786.0,17.0,5.0,24.0,6.0,13.0,8.0,26.0,19.0,9520.274506888582,26/3/21
5489.0,15.0,7.0,21.0,9.0,19.0,4.0,20.0,15.0,4833.87292359535,27/3/21
5075.0,16.0,8.0,24.0,6.0,17.0,4.0,19.0,16.0,5614.859778731371,28/3/21
7217.0,16.0,8.0,25.0,7.0,20.0,6.0,21.0,15.0,6268.211690128864,29/3/21
7102.0,18.0,9.0,30.0,9.0,17.0,4.0,26.0,21.0,5897.572868076954,30/3/21
7216.0,20.0,8.0,28.0,7.0,13.0,3.0,25.0,24.0,7403.241333691488,31/3/21
6976.0,13.0,6.0,21.0,11.0,19.0,7.0,21.0,12.0,4556.458165392352,1/4/21
5947.0,22.0,5.0,25.0,12.0,17.0,7.0,23.0,12.0,6800.366935127305,2/4/21
6905.0,21.0,11.0,26.0,13.0,19.0,7.0,24.0,22.0,6616.680583002065,3/4/21
6931.0,21.0,6.0,22.0,6.0,18.0,7.0,21.0,15.0,9335.629464099373,4/4/21
8910.0,26.0,6.0,27.0,3.0,19.0,5.0,31.0,23.0,13517.51912700732,5/4/21
9482.0,13.0,2.0,20.0,7.0,26.0,6.0,20.0,18.0,7515.130328090223,6/4/21
8919.0,15.0,3.0,25.0,7.0,21.0,1.0,26.0,20.0,6284.089746993127,7/4/21
8407.0,11.0,5.0,10.0,9.0,19.0,7.0,20.0,13.0,6532.304943712965,8/4/21
8717.0,15.0,7.0,29.0,6.0,18.0,7.0,23.0,18.0,6974.612098070558,9/4/21
7742.0,13.0,4.0,19.0,9.0,16.0,4.0,15.0,17.0,4145.271189617677,10/4/21
6329.0,20.0,5.0,19.0,6.0,15.0,9.0,15.0,17.0,9453.724849293307,11/4/21
9295.0,14.0,6.0,27.0,6.0,25.0,5.0,17.0,23.0,6201.758619896845,12/4/21
9031.0,14.0,5.0,26.0,12.0,20.0,7.0,22.0,12.0,4082.719369358908,13/4/21
9142.0,16.0,9.0,30.0,10.0,16.0,4.0,27.0,11.0,3668.213035718134,14/4/21
8381.0,8.0,3.0,25.0,6.0,14.0,7.0,18.0,14.0,4318.3191117108045,15/4/21
8695.0,14.0,6.0,32.0,7.0,21.0,4.0,23.0,16.0,4592.063636182581,16/4/21
7056.0,22.0,5.0,27.0,6.0,14.0,5.0,20.0,12.0,7424.370049372801,17/4/21
6503.0,19.0,6.0,35.0,4.0,20.0,2.0,18.0,11.0,4486.994434078294,18/4/21
8977.0,14.0,5.0,24.0,8.0,15.0,5.0,21.0,20.0,5820.653071878641,19/4/21
9625.0,17.0,4.0,33.0,4.0,18.0,6.0,22.0,19.0,7804.864990365777,20/4/21
8329.0,14.0,5.0,18.0,4.0,12.0,3.0,23.0,18.0,7513.033173299435,21/4/21
8290.0,8.0,4.0,19.0,7.0,12.0,2.0,19.0,15.0,2829.310405205662,22/4/21
8269.0,14.0,2.0,29.0,10.0,13.0,1.0,23.0,22.0,3566.9659034782103,23/4/21
6715.0,16.0,3.0,23.0,4.0,17.0,5.0,21.0,15.0,7998.772229098754,24/4/21
5787.0,16.0,4.0,30.0,10.0,23.0,6.0,21.0,21.0,5819.513940364,25/4/21
8687.0,15.0,5.0,24.0,7.0,20.0,2.0,25.0,17.0,5914.606194450564,26/4/21
8329.0,17.0,3.0,24.0,7.0,15.0,2.0,18.0,14.0,4901.58835439785,27/4/21
7756.0,13.0,4.0,19.0,7.0,12.0,2.0,16.0,21.0,4648.63092939014,28/4/21
6955.0,27.0,4.0,22.0,2.0,13.0,3.0,17.0,13.0,10271.535955550178,29/4/21
7395.0,22.0,6.0,24.0,6.0,10.0,8.0,16.0,15.0,8418.89845290521,30/4/21
5439.0,23.0,3.0,29.0,6.0,14.0,7.0,12.0,15.0,7476.173439104941,1/5/21
4611.0,15.0,8.0,16.0,5.0,14.0,6.0,20.0,12.0,7265.023392794262,2/5/21
6623.0,19.0,7.0,25.0,5.0,15.0,2.0,21.0,15.0,6284.583368028642,3/5/21
6656.0,15.0,7.0,26.0,5.0,18.0,2.0,23.0,19.0,5916.600415830654,4/5/21
6789.0,15.0,5.0,18.0,10.0,12.0,3.0,26.0,23.0,6578.368842247587,5/5/21
5566.0,18.0,2.0,19.0,5.0,25.0,4.0,19.0,18.0,9012.977135090747,6/5/21
5950.0,15.0,6.0,32.0,7.0,20.0,6.0,21.0,17.0,5443.356244807088,7/5/21
4409.0,27.0,5.0,69.0,6.0,9.0,5.0,18.0,20.0,2985.158811240577,8/5/21
3861.0,25.0,6.0,38.0,7.0,11.0,7.0,24.0,18.0,8324.222234262754,9/5/21
6022.0,19.0,6.0,32.0,8.0,18.0,8.0,27.0,24.0,9054.266530438534,10/5/21
5128.0,16.0,4.0,25.0,7.0,14.0,6.0,23.0,22.0,7857.694912531892,11/5/21
5032.0,13.0,5.0,22.0,8.0,14.0,7.0,14.0,17.0,4892.59754908584,12/5/21
4944.0,13.0,5.0,21.0,5.0,14.0,5.0,15.0,22.0,6298.859561166018,13/5/21
4959.0,12.0,5.0,25.0,7.0,19.0,8.0,18.0,32.0,7914.748879202795,14/5/21
4038.0,20.0,4.0,29.0,10.0,13.0,3.0,16.0,20.0,4429.335366101489,15/5/21
3456.0,17.0,3.0,22.0,3.0,15.0,6.0,21.0,14.0,9057.255445534895,16/5/21
5504.0,23.0,3.0,15.0,13.0,21.0,3.0,16.0,25.0,7520.035685769066,17/5/21
5409.0,14.0,6.0,28.0,6.0,12.0,2.0,12.0,24.0,3346.341286087791,18/5/21
4606.0,16.0,4.0,26.0,16.0,25.0,3.0,16.0,20.0,1776.635766777175,19/5/21
4785.0,16.0,6.0,24.0,8.0,17.0,4.0,16.0,19.0,4936.072913855341,20/5/21
4815.0,15.0,7.0,26.0,7.0,18.0,4.0,17.0,17.0,4544.775792277531,21/5/21
3621.0,12.0,5.0,23.0,7.0,17.0,5.0,13.0,21.0,4505.826654482718,22/5/21
3246.0,20.0,7.0,24.0,4.0,19.0,4.0,19.0,16.0,7958.567174715029,23/5/21
4855.0,19.0,5.0,22.0,7.0,17.0,6.0,18.0,22.0,8346.272581407029,24/5/21
4857.0,13.0,4.0,25.0,7.0,14.0,5.0,20.0,28.0,6730.859215229399,25/5/21
4860.0,18.0,3.0,25.0,13.0,19.0,5.0,15.0,21.0,4409.712730444538,26/5/21
4272.0,19.0,7.0,21.0,6.0,16.0,4.0,15.0,17.0,6516.950935922771,27/5/21
4546.0,20.0,7.0,17.0,8.0,9.0,5.0,17.0,14.0,6651.533229208542,28/5/21
3526.0,19.0,4.0,31.0,7.0,12.0,2.0,13.0,20.0,4019.178210556096,29/5/21
3012.0,23.0,6.0,37.0,9.0,19.0,2.0,19.0,14.0,3920.856840027105,30/5/21
4521.0,18.0,4.0,25.0,9.0,20.0,6.0,25.0,30.0,9403.910016878035,31/5/21
4942.0,15.0,6.0,26.0,7.0,10.0,4.0,14.0,17.0,3727.8997252705717,1/6/21
4512.0,13.0,5.0,30.0,9.0,15.0,6.0,12.0,26.0,3708.8182572529217,2/6/21
3885.0,13.0,3.0,23.0,11.0,19.0,7.0,14.0,28.0,5517.502398377203,3/6/21
3906.0,10.0,6.0,26.0,6.0,18.0,4.0,24.0,18.0,4951.364145730004,4/6/21
3190.0,18.0,6.0,27.0,5.0,10.0,6.0,7.0,17.0,4875.254229897832,5/6/21
2762.0,12.0,5.0,20.0,17.0,22.0,3.0,21.0,24.0,2166.5972733289254,6/6/21
4044.0,12.0,8.0,23.0,6.0,11.0,6.0,19.0,24.0,6071.03170349639,7/6/21
3608.0,18.0,9.0,28.0,11.0,6.0,8.0,24.0,28.0,7016.600149260632,8/6/21
3567.0,12.0,6.0,19.0,5.0,17.0,3.0,8.0,28.0,4963.142564989424,9/6/21
3459.0,14.0,6.0,23.0,6.0,6.0,3.0,10.0,20.0,3319.02005699823,10/6/21
3381.0,17.0,10.0,14.0,10.0,11.0,5.0,9.0,17.0,3903.1785652332446,11/6/21
2687.0,16.0,5.0,35.0,6.0,18.0,5.0,14.0,24.0,4973.397036493295,12/6/21
2493.0,14.0,4.0,32.0,9.0,19.0,2.0,14.0,26.0,2797.5407520417707,13/6/21
3815.0,14.0,6.0,26.0,6.0,15.0,8.0,12.0,34.0,7600.533905569917,14/6/21
3818.0,16.0,5.0,25.0,5.0,14.0,7.0,22.0,25.0,9150.84870372208,15/6/21
3632.0,19.0,4.0,29.0,9.0,13.0,8.0,16.0,32.0,8167.179794032368,16/6/21
3334.0,13.0,7.0,21.0,8.0,13.0,7.0,8.0,21.0,4108.062024586528,17/6/21
3678.0,20.0,7.0,29.0,7.0,11.0,5.0,13.0,29.0,6560.252167935377,18/6/21
2945.0,18.0,7.0,31.0,6.0,7.0,6.0,14.0,30.0,6553.430953815042,19/6/21
2907.0,20.0,4.0,24.0,6.0,18.0,3.0,10.0,38.0,8361.582248541701,20/6/21
4426.0,11.0,4.0,24.0,6.0,10.0,7.0,11.0,34.0,6404.934998135733,21/6/21
4631.0,14.0,5.0,21.0,13.0,10.0,6.0,14.0,25.0,3743.8069502546596,22/6/21
4575.0,7.0,2.0,20.0,9.0,11.0,6.0,13.0,25.0,3645.314192205983,23/6/21
